Station_name,Day_of_week,Time_slot,Weather_condition,Event_nearby,Is_holiday,Avg_passenger_count
Karol Bagh,Thursday,Afternoon(11AM - 2PM),Foggy,No,Yes,698
Dwarka Sector 21,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,593
Inderlok,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,505
MG Road,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,296
Chandni Chowk,Thursday,Morning(7PM - 10 AM),Clear,Yes,Yes,462
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Cloudy,No,Yes,676
Vaishali,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,597
New Delhi,Saturday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,885
New Delhi,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,1005
Chandni Chowk,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,303
Noida City Centre,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,566
Central Secretariat,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,574
Dwarka Sector 21,Friday,Evening(4PM - 8PM),Rainy,Yes,Yes,608
Lajpat Nagar,Monday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,496
Rohini West,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,608
Inderlok,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,535
Kashmere Gate,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,919
Vaishali,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,286
Rohini West,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,474
Shivaji Stadium,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,548
Lajpat Nagar,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,578
Vishwavidyalaya,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,580
Karol Bagh,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,556
Mayur Vihar,Friday,Evening(4PM - 8PM),Clear,No,Yes,452
Yamuna Bank,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,450
Mayur Vihar,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,140
Chandni Chowk,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,437
Saket,Sunday,Evening(4PM - 8PM),Clear,Yes,Yes,274
New Delhi,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,769
Rajiv Chowk,Tuesday,Evening(4PM - 8PM),Foggy,Yes,Yes,1157
Rajiv Chowk,Wednesday,Evening(4PM - 8PM),Rainy,Yes,Yes,1103
Inderlok,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,578
Hauz Khas,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,526
Shivaji Stadium,Thursday,Morning(7PM - 10 AM),Foggy,No,No,473
Vaishali,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,511
Lajpat Nagar,Tuesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,580
Rajiv Chowk,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,1029
Shivaji Stadium,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,667
Noida City Centre,Thursday,Night(9PM - 11PM),Rainy,Yes,Yes,560
Chandni Chowk,Sunday,Afternoon(11AM - 2PM),Foggy,No,No,50
Kashmere Gate,Friday,Evening(4PM - 8PM),Foggy,Yes,Yes,1161
New Delhi,Tuesday,Evening(4PM - 8PM),Clear,Yes,Yes,1051
Shivaji Stadium,Thursday,Night(9PM - 11PM),Rainy,Yes,Yes,547
Mayur Vihar,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,515
Chandni Chowk,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,482
Botanical Garden,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,437
Chandni Chowk,Friday,Night(9PM - 11PM),Foggy,No,Yes,540
Inderlok,Friday,Night(9PM - 11PM),Rainy,Yes,No,371
Yamuna Bank,Friday,Morning(7PM - 10 AM),Clear,Yes,No,307
Botanical Garden,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,635
Rohini West,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,480
Chandni Chowk,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,486
New Delhi,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,No,828
Shivaji Stadium,Friday,Night(9PM - 11PM),Cloudy,Yes,Yes,484
Shivaji Stadium,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,286
Noida City Centre,Tuesday,Night(9PM - 11PM),Rainy,Yes,Yes,658
Central Secretariat,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,No,281
Rajiv Chowk,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,969
Chandni Chowk,Friday,Evening(4PM - 8PM),Rainy,Yes,No,369
Karol Bagh,Sunday,Evening(4PM - 8PM),Rainy,Yes,Yes,291
Chandni Chowk,Tuesday,Evening(4PM - 8PM),Foggy,Yes,Yes,663
Central Secretariat,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,521
Hauz Khas,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,193
Rohini West,Saturday,Night(9PM - 11PM),Foggy,No,Yes,294
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,338
Mayur Vihar,Friday,Morning(7PM - 10 AM),Rainy,No,Yes,594
Rajiv Chowk,Thursday,Afternoon(11AM - 2PM),Cloudy,No,Yes,993
Chandni Chowk,Monday,Evening(4PM - 8PM),Cloudy,Yes,Yes,516
Lajpat Nagar,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,464
Central Secretariat,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,297
Shivaji Stadium,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,294
Shivaji Stadium,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,504
Hauz Khas,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,594
Yamuna Bank,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,255
Rohini West,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,503
New Delhi,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,1050
Vishwavidyalaya,Sunday,Morning(7PM - 10 AM),Clear,No,Yes,192
Kashmere Gate,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,No,837
Rajiv Chowk,Wednesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,1051
Rajiv Chowk,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,1072
Mayur Vihar,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,623
MG Road,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,456
Chandni Chowk,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,673
New Delhi,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,No,948
Kashmere Gate,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,No,779
Rajiv Chowk,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,1050
Rajiv Chowk,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1109
Vaishali,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,265
Karol Bagh,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,578
MG Road,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,307
New Delhi,Monday,Evening(4PM - 8PM),Cloudy,Yes,No,829
Lajpat Nagar,Wednesday,Evening(4PM - 8PM),Clear,Yes,No,227
New Delhi,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,1069
Botanical Garden,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,No,381
Hauz Khas,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,203
Mayur Vihar,Wednesday,Afternoon(11AM - 2PM),Foggy,Yes,No,460
Vishwavidyalaya,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,No,359
Kashmere Gate,Sunday,Afternoon(11AM - 2PM),Cloudy,No,Yes,721
Yamuna Bank,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,507
Vaishali,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,117
Karol Bagh,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,524
Hauz Khas,Saturday,Evening(4PM - 8PM),Rainy,Yes,Yes,278
Mayur Vihar,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,560
Saket,Saturday,Afternoon(11AM - 2PM),Cloudy,No,Yes,216
Noida City Centre,Friday,Night(9PM - 11PM),Rainy,Yes,Yes,522
Central Secretariat,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,No,261
Vishwavidyalaya,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,422
Lajpat Nagar,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,533
MG Road,Friday,Evening(4PM - 8PM),Clear,Yes,Yes,543
Central Secretariat,Thursday,Afternoon(11AM - 2PM),Cloudy,No,Yes,487
Central Secretariat,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,163
Karol Bagh,Sunday,Afternoon(11AM - 2PM),Clear,Yes,Yes,198
Chandni Chowk,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,280
Saket,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,207
Kashmere Gate,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,806
Yamuna Bank,Friday,Afternoon(11AM - 2PM),Rainy,Yes,No,399
Kashmere Gate,Saturday,Evening(4PM - 8PM),Rainy,Yes,No,656
Shivaji Stadium,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,504
Central Secretariat,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,581
Vishwavidyalaya,Tuesday,Evening(4PM - 8PM),Cloudy,Yes,Yes,437
Yamuna Bank,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,611
Noida City Centre,Friday,Afternoon(11AM - 2PM),Cloudy,No,Yes,538
Chandni Chowk,Sunday,Afternoon(11AM - 2PM),Rainy,No,Yes,343
New Delhi,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,1093
Yamuna Bank,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,560
Lajpat Nagar,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,515
Kashmere Gate,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,No,928
Saket,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,476
Yamuna Bank,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,473
Yamuna Bank,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,484
Rohini West,Wednesday,Evening(4PM - 8PM),Rainy,Yes,No,464
Shivaji Stadium,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,476
Lajpat Nagar,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,423
Mayur Vihar,Wednesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,489
Yamuna Bank,Sunday,Morning(7PM - 10 AM),Clear,No,Yes,170
Central Secretariat,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,552
New Delhi,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1107
Saket,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,523
Mayur Vihar,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,254
New Delhi,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,815
Saket,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,251
Noida City Centre,Thursday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,519
Botanical Garden,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,260
Rohini West,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,500
Mayur Vihar,Thursday,Afternoon(11AM - 2PM),Foggy,Yes,No,404
Inderlok,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,474
Shivaji Stadium,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,210
Chandni Chowk,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,523
Kashmere Gate,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,1158
New Delhi,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,No,887
Rohini West,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,525
Central Secretariat,Monday,Morning(7PM - 10 AM),Clear,Yes,Yes,575
Shivaji Stadium,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,617
Noida City Centre,Saturday,Morning(7PM - 10 AM),Clear,Yes,Yes,230
Lajpat Nagar,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,729
Karol Bagh,Wednesday,Evening(4PM - 8PM),Rainy,Yes,Yes,595
Noida City Centre,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,544
Botanical Garden,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,610
Chandni Chowk,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,634
Kashmere Gate,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,642
MG Road,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,592
MG Road,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,623
Vishwavidyalaya,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,563
Inderlok,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,538
New Delhi,Thursday,Evening(4PM - 8PM),Rainy,No,Yes,1141
Saket,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,107
Karol Bagh,Friday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,474
New Delhi,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,972
Yamuna Bank,Thursday,Evening(4PM - 8PM),Foggy,Yes,Yes,550
Dwarka Sector 21,Tuesday,Morning(7PM - 10 AM),Clear,Yes,Yes,482
Noida City Centre,Thursday,Afternoon(11AM - 2PM),Clear,Yes,Yes,490
Botanical Garden,Saturday,Morning(7PM - 10 AM),Foggy,Yes,Yes,148
Lajpat Nagar,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,613
Vaishali,Thursday,Night(9PM - 11PM),Foggy,Yes,Yes,641
Karol Bagh,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,673
Saket,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,197
Vishwavidyalaya,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,92
Hauz Khas,Saturday,Afternoon(11AM - 2PM),Rainy,No,Yes,341
Chandni Chowk,Wednesday,Afternoon(11AM - 2PM),Foggy,No,Yes,603
Chandni Chowk,Monday,Night(9PM - 11PM),Foggy,Yes,Yes,637
Dwarka Sector 21,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,605
Mayur Vihar,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,527
Vaishali,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,154
Shivaji Stadium,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,142
Lajpat Nagar,Monday,Night(9PM - 11PM),Rainy,Yes,Yes,593
Rajiv Chowk,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,No,498
Rohini West,Tuesday,Evening(4PM - 8PM),Cloudy,No,Yes,459
Yamuna Bank,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,560
Noida City Centre,Tuesday,Night(9PM - 11PM),Foggy,Yes,Yes,558
Lajpat Nagar,Saturday,Evening(4PM - 8PM),Clear,Yes,Yes,258
Central Secretariat,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,No,352
Central Secretariat,Tuesday,Evening(4PM - 8PM),Cloudy,No,Yes,525
Dwarka Sector 21,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,560
Mayur Vihar,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,No,322
New Delhi,Wednesday,Afternoon(11AM - 2PM),Foggy,No,Yes,1168
Noida City Centre,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,355
Karol Bagh,Wednesday,Night(9PM - 11PM),Foggy,No,Yes,585
Mayur Vihar,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,No,313
Noida City Centre,Friday,Night(9PM - 11PM),Rainy,Yes,No,377
Kashmere Gate,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,1047
Lajpat Nagar,Wednesday,Afternoon(11AM - 2PM),Foggy,No,Yes,596
Lajpat Nagar,Sunday,Evening(4PM - 8PM),Foggy,Yes,Yes,368
Vishwavidyalaya,Thursday,Morning(7PM - 10 AM),Foggy,Yes,Yes,552
Rohini West,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,460
Vaishali,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,231
Saket,Sunday,Morning(7PM - 10 AM),Foggy,Yes,Yes,321
Noida City Centre,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,691
Rajiv Chowk,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,787
Kashmere Gate,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,972
Lajpat Nagar,Thursday,Morning(7PM - 10 AM),Rainy,No,No,371
Yamuna Bank,Friday,Evening(4PM - 8PM),Cloudy,Yes,Yes,485
Rajiv Chowk,Monday,Night(9PM - 11PM),Clear,Yes,Yes,1018
Dwarka Sector 21,Thursday,Evening(4PM - 8PM),Clear,Yes,Yes,417
Dwarka Sector 21,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,438
New Delhi,Saturday,Night(9PM - 11PM),Foggy,Yes,Yes,811
Lajpat Nagar,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,318
Lajpat Nagar,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,583
Inderlok,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,222
Shivaji Stadium,Wednesday,Night(9PM - 11PM),Cloudy,Yes,Yes,423
MG Road,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,562
Chandni Chowk,Thursday,Evening(4PM - 8PM),Rainy,Yes,Yes,561
Central Secretariat,Wednesday,Evening(4PM - 8PM),Rainy,Yes,Yes,556
Kashmere Gate,Monday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,1141
Mayur Vihar,Wednesday,Afternoon(11AM - 2PM),Rainy,Yes,No,447
Rohini West,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,487
Vishwavidyalaya,Saturday,Night(9PM - 11PM),Clear,Yes,Yes,101
Inderlok,Wednesday,Night(9PM - 11PM),Clear,Yes,Yes,506
Saket,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,470
Yamuna Bank,Sunday,Morning(7PM - 10 AM),Clear,Yes,Yes,193
Botanical Garden,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,616
Inderlok,Friday,Night(9PM - 11PM),Rainy,No,Yes,688
Rajiv Chowk,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,796
Kashmere Gate,Tuesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,1042
Shivaji Stadium,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,178
MG Road,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,622
New Delhi,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,1035
Karol Bagh,Tuesday,Night(9PM - 11PM),Clear,Yes,Yes,474
Shivaji Stadium,Saturday,Night(9PM - 11PM),Foggy,No,Yes,266
Vaishali,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,276
Dwarka Sector 21,Friday,Morning(7PM - 10 AM),Clear,Yes,Yes,543
New Delhi,Thursday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,1136
Vaishali,Saturday,Evening(4PM - 8PM),Clear,Yes,No,50
Central Secretariat,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,278
Vaishali,Friday,Night(9PM - 11PM),Cloudy,Yes,No,321
Vishwavidyalaya,Friday,Night(9PM - 11PM),Clear,Yes,Yes,577
Chandni Chowk,Tuesday,Afternoon(11AM - 2PM),Clear,Yes,Yes,495
Saket,Sunday,Evening(4PM - 8PM),Cloudy,Yes,Yes,218
Central Secretariat,Thursday,Evening(4PM - 8PM),Cloudy,Yes,Yes,505
Yamuna Bank,Saturday,Night(9PM - 11PM),Cloudy,Yes,Yes,173
Saket,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,432
Rajiv Chowk,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,937
Rohini West,Thursday,Night(9PM - 11PM),Foggy,Yes,Yes,639
Lajpat Nagar,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,606
Shivaji Stadium,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,463
Lajpat Nagar,Sunday,Night(9PM - 11PM),Cloudy,Yes,Yes,128
Botanical Garden,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,No,338
Kashmere Gate,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,650
Dwarka Sector 21,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,633
Vishwavidyalaya,Thursday,Night(9PM - 11PM),Rainy,No,Yes,593
Mayur Vihar,Tuesday,Afternoon(11AM - 2PM),Cloudy,No,Yes,497
Chandni Chowk,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,587
Inderlok,Sunday,Night(9PM - 11PM),Clear,Yes,Yes,95
Hauz Khas,Thursday,Night(9PM - 11PM),Cloudy,Yes,Yes,456
Karol Bagh,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,579
Vishwavidyalaya,Monday,Evening(4PM - 8PM),Foggy,Yes,Yes,646
Lajpat Nagar,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,587
Chandni Chowk,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,593
Rajiv Chowk,Thursday,Evening(4PM - 8PM),Rainy,Yes,No,950
Rajiv Chowk,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,773
Vishwavidyalaya,Thursday,Afternoon(11AM - 2PM),Clear,No,Yes,446
Inderlok,Tuesday,Evening(4PM - 8PM),Rainy,Yes,No,469
Yamuna Bank,Sunday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,259
MG Road,Saturday,Evening(4PM - 8PM),Cloudy,Yes,Yes,212
Yamuna Bank,Wednesday,Evening(4PM - 8PM),Foggy,Yes,Yes,674
Lajpat Nagar,Tuesday,Afternoon(11AM - 2PM),Cloudy,Yes,No,309
Rajiv Chowk,Thursday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,1000
Hauz Khas,Wednesday,Night(9PM - 11PM),Foggy,Yes,Yes,516
Saket,Wednesday,Evening(4PM - 8PM),Foggy,Yes,No,449
Kashmere Gate,Friday,Night(9PM - 11PM),Clear,Yes,Yes,909
Rajiv Chowk,Friday,Morning(7PM - 10 AM),Foggy,Yes,Yes,1167
Shivaji Stadium,Monday,Night(9PM - 11PM),Cloudy,Yes,Yes,415
Dwarka Sector 21,Friday,Night(9PM - 11PM),Foggy,No,Yes,558
Yamuna Bank,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,358
Chandni Chowk,Saturday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,372
Chandni Chowk,Wednesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,604
Dwarka Sector 21,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,481
Kashmere Gate,Monday,Evening(4PM - 8PM),Rainy,Yes,Yes,1107
Chandni Chowk,Thursday,Morning(7PM - 10 AM),Rainy,Yes,Yes,501
Chandni Chowk,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,254
Karol Bagh,Friday,Afternoon(11AM - 2PM),Rainy,Yes,No,368
Karol Bagh,Wednesday,Morning(7PM - 10 AM),Foggy,Yes,Yes,587
Mayur Vihar,Thursday,Evening(4PM - 8PM),Clear,No,Yes,504
Yamuna Bank,Sunday,Morning(7PM - 10 AM),Rainy,Yes,Yes,313
Botanical Garden,Wednesday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,522
Saket,Thursday,Afternoon(11AM - 2PM),Rainy,No,Yes,661
Botanical Garden,Sunday,Morning(7PM - 10 AM),Cloudy,Yes,No,63
Rajiv Chowk,Sunday,Evening(4PM - 8PM),Foggy,No,Yes,798
Mayur Vihar,Saturday,Evening(4PM - 8PM),Cloudy,Yes,No,50
Lajpat Nagar,Wednesday,Night(9PM - 11PM),Rainy,Yes,Yes,643
Lajpat Nagar,Friday,Evening(4PM - 8PM),Rainy,Yes,No,313
Central Secretariat,Friday,Morning(7PM - 10 AM),Rainy,Yes,Yes,578
Rajiv Chowk,Monday,Evening(4PM - 8PM),Clear,Yes,Yes,954
Yamuna Bank,Thursday,Evening(4PM - 8PM),Clear,No,Yes,501
Vaishali,Monday,Night(9PM - 11PM),Rainy,No,Yes,662
Hauz Khas,Tuesday,Evening(4PM - 8PM),Rainy,Yes,Yes,638
Vaishali,Friday,Night(9PM - 11PM),Foggy,Yes,Yes,640
Noida City Centre,Thursday,Night(9PM - 11PM),Clear,Yes,Yes,480
Hauz Khas,Saturday,Evening(4PM - 8PM),Clear,Yes,No,50
Kashmere Gate,Monday,Afternoon(11AM - 2PM),Clear,Yes,Yes,969
Vishwavidyalaya,Saturday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,155
New Delhi,Saturday,Morning(7PM - 10 AM),Rainy,Yes,Yes,828
Rajiv Chowk,Saturday,Evening(4PM - 8PM),Foggy,Yes,Yes,772
New Delhi,Monday,Morning(7PM - 10 AM),Foggy,Yes,Yes,1034
Chandni Chowk,Tuesday,Morning(7PM - 10 AM),Rainy,Yes,Yes,614
Yamuna Bank,Sunday,Night(9PM - 11PM),Rainy,Yes,Yes,303
Shivaji Stadium,Sunday,Afternoon(11AM - 2PM),Foggy,No,Yes,314
Inderlok,Monday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,572
Inderlok,Sunday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,301
Chandni Chowk,Wednesday,Morning(7PM - 10 AM),Cloudy,Yes,Yes,467
Botanical Garden,Sunday,Afternoon(11AM - 2PM),Cloudy,Yes,No,50
Hauz Khas,Friday,Afternoon(11AM - 2PM),Clear,No,Yes,451
MG Road,Monday,Morning(7PM - 10 AM),Rainy,Yes,Yes,561
Mayur Vihar,Sunday,Night(9PM - 11PM),Clear,No,No,50
Noida City Centre,Monday,Afternoon(11AM - 2PM),Cloudy,Yes,Yes,505
Dwarka Sector 21,Tuesday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,566
Hauz Khas,Wednesday,Morning(7PM - 10 AM),Clear,Yes,Yes,506
Dwarka Sector 21,Monday,Afternoon(11AM - 2PM),Foggy,Yes,Yes,581
Vishwavidyalaya,Friday,Afternoon(11AM - 2PM),Cloudy,Yes,No,294
Hauz Khas,Sunday,Night(9PM - 11PM),Foggy,Yes,Yes,387
Vishwavidyalaya,Friday,Afternoon(11AM - 2PM),Clear,Yes,Yes,557
Inderlok,Sunday,Night(9PM - 11PM),Cloudy,Yes,No,50
Mayur Vihar,Monday,Afternoon(11AM - 2PM),Rainy,Yes,Yes,569
Hauz Khas,Saturday,Afternoon(11AM - 2PM),Clear,Yes,Yes,105
Rohini West,Sunday,Night(9PM - 11PM),Clear,Yes,No,50
Dwarka Sector 21,Saturday,Night(9PM - 11PM),Rainy,Yes,Yes,316
